id,open,high,low,close,volume
2692,43.0617,43.4197,42.282,43.0305,109605
2693,43.0305,43.248,41.4578,41.8886,184697
2694,41.8886,42.1789,41.6079,41.919,929407
2695,41.919,42.0002,41.6253,41.7144,139525
2696,41.7144,42.9701,41.3546,42.8419,662743
2697,42.8419,44.8412,42.0941,44.6733,997508
2698,44.6733,45.0647,42.5086,42.9373,526103
2699,42.9373,44.7046,42.888,44.1152,125953
2700,44.1152,44.3422,43.6763,43.8541,762576
2701,43.8541,44.4126,43.0081,44.22,150443
2702,44.22,45.2726,44.0836,45.1561,187727
2703,45.1561,45.5476,42.1652,42.4022,115007
2704,42.4022,44.2041,41.5736,43.698,384832
2705,43.698,44.7493,42.1213,43.1484,564706
2706,43.1484,43.6214,41.7157,41.9011,853945
2707,41.9011,42.0615,41.4558,41.7238,756061
2708,41.7238,42.1915,40.4001,40.6726,347972
2709,40.6726,41.6114,40.287,41.0486,854073
2710,41.0486,42.9155,41.0405,42.5157,415616
2711,42.5157,43.0596,41.5974,41.8113,516704
2712,41.8113,41.9736,40.4464,40.5918,756595
2713,40.5918,41.7327,39.7584,41.1179,809863
2714,41.1179,41.216,40.2794,40.7537,173147
2715,40.7537,41.1252,40.2587,40.6326,911331
2716,40.6326,40.9363,38.6264,39.4091,219461
2717,39.4091,41.1439,39.2889,40.8866,383986
2718,40.8866,41.43,40.5674,41.3814,895211
2719,41.3814,42.1259,41.2546,41.751,540897
2720,41.751,42.1587,40.7895,41.0093,677643
2721,41.0093,41.2289,39.6,39.6672,851251
2722,39.6672,40.135,39.02,39.4289,289596
2723,39.4289,39.8698,38.8226,39.1557,286702
2724,39.1557,39.3398,36.9384,37.5009,846871
2725,37.5009,37.8304,37.4443,37.6207,520919
2726,37.6207,37.8634,36.8075,36.8561,692498
2727,36.8561,37.3223,36.4436,37.0695,440119
2728,37.0695,37.181,36.4996,36.5688,731159
2729,36.5688,37.3018,34.6605,35.1829,401241
2730,35.1829,35.3723,34.9988,35.2348,921833
2731,35.2348,35.7609,34.8055,34.8464,828299
2732,34.8464,35.6701,34.6694,35.0395,491471
2733,35.0395,35.5998,33.5029,33.5107,404090
2734,33.5107,34.6605,33.1301,34.4772,973689
2735,34.4772,36.2864,33.9942,35.6956,478887
2736,35.6956,35.8825,33.7753,35.0018,460675
2737,35.0018,36.2877,34.0803,36.1808,968712
2738,36.1808,36.4922,35.0859,35.2028,975184
2739,35.2028,35.4726,34.57,35.2089,973292
2740,35.2089,37.717,34.4153,37.407,821340
2741,37.407,37.4841,36.5434,36.8259,894659
2742,36.8259,36.8937,36.6318,36.8289,312565
2743,36.8289,37.1627,36.8038,36.9546,861101
2744,36.9546,38.8741,36.55,38.4732,410240
2745,38.4732,38.6122,36.6256,36.975,701593
2746,36.975,37.3578,34.1968,34.8794,786750
2747,34.8794,35.4602,34.8575,35.3117,795934
2748,35.3117,36.0537,34.2248,34.7781,757334
2749,34.7781,35.0064,33.3666,33.8877,766386
2750,33.8877,34.6946,33.7048,34.3915,647670
2751,34.3915,34.9758,33.8935,34.4989,649509
2752,34.4989,36.0834,33.3899,36.0717,681019
2753,36.0717,36.7351,35.9428,36.489,405627
2754,36.489,37.8253,36.0552,37.5267,356467
2755,37.5267,38.1323,34.8895,36.1208,479563
2756,36.1208,37.0599,35.4726,36.6685,850809
2757,36.6685,36.7139,36.1728,36.2632,876219
2758,36.2632,36.2891,35.7636,35.8376,387123
2759,35.8376,36.0602,34.4058,34.9596,963928
2760,34.9596,35.984,34.4622,35.2837,372659
2761,35.2837,35.9917,34.4905,35.2067,505242
2762,35.2067,35.6017,33.7093,34.1152,401557
2763,34.1152,34.2192,32.8746,33.1854,578540
2764,33.1854,33.7427,29.9436,30.4445,235348
2765,30.4445,31.4405,28.9505,29.2305,831551
2766,29.2305,29.3077,28.3289,28.8744,143689
2767,28.8744,29.1239,28.2964,28.7736,900249
2768,28.7736,28.9843,28.4223,28.8359,403715
2769,28.8359,29.722,28.0047,28.3072,421196
2770,28.3072,28.7475,28.092,28.1407,672384
2771,28.1407,28.4068,26.5681,27.3657,323764
2772,27.3657,27.9318,27.2534,27.7393,754108
2773,27.7393,28.133,26.8201,27.0266,720092
2774,27.0266,29.7013,26.0928,29.6667,851426
2775,29.6667,30.272,29.3417,29.5345,435515
2776,29.5345,30.4666,28.4411,29.6376,674033
2777,29.6376,30.6923,29.4366,30.3612,934696
2778,30.3612,30.3636,29.7871,30.3111,120145
2779,30.3111,31.1627,29.7177,31.0445,853167
2780,31.0445,31.2718,29.246,29.347,272479
2781,29.347,29.771,28.3109,29.2884,319377
2782,29.2884,29.435,28.6541,29.1155,525626
2783,29.1155,29.7223,29.0984,29.1876,349168
2784,29.1876,29.5103,26.8524,27.4522,918771
2785,27.4522,27.8113,27.0232,27.1043,472892
2786,27.1043,27.4816,26.8174,27.2114,639171
2787,27.2114,28.1426,27.1943,28.0766,392147
2788,28.0766,28.6439,27.916,28.2645,740830
2789,28.2645,29.4731,27.9688,28.8837,450135
2790,28.8837,28.9556,28.1809,28.2148,406536
2791,28.2148,28.6605,26.7974,27.5977,289573
2792,27.5977,28.229,26.8901,27.9878,330123
2793,27.9878,30.1004,27.2959,29.9035,605193
2794,29.9035,30.0957,29.3372,29.6189,986381
2795,29.6189,29.9231,28.7543,29.0533,126608
2796,29.0533,30.6408,28.8399,30.4271,416463
2797,30.4271,31.1174,26.0867,27.4185,600795
2798,27.4185,28.1782,27.3973,27.8131,929058
2799,27.8131,29.2414,27.6807,28.7382,296474
2800,28.7382,29.3877,28.3401,28.3722,260760
2801,28.3722,30.0386,28.3228,29.3093,467664
2802,29.3093,29.3135,27.7811,28.3015,639323
2803,28.3015,28.7321,27.0815,27.9002,964215
2804,27.9002,29.2132,27.4641,29.1809,582064
2805,29.1809,29.8013,27.0805,27.6385,843524
2806,27.6385,28.7528,27.2841,27.6747,259863
2807,27.6747,28.2736,27.0985,27.3799,255043
2808,27.3799,28.7552,27.1094,28.3446,687793
2809,28.3446,29.4417,27.89,29.3589,224714
2810,29.3589,30.7058,27.0453,28.3089,639611
2811,28.3089,29.5074,27.8667,28.0389,612375
2812,28.0389,28.9296,28.0006,28.7146,433266
2813,28.7146,29.7504,28.2639,28.623,877094
2814,28.623,28.7978,27.3391,27.5788,432157
2815,27.5788,28.2366,26.538,28.0167,390451
2816,28.0167,28.2996,26.127,27.1489,286306
2817,27.1489,27.2394,25.2159,26.4213,817078
2818,26.4213,27.0016,24.4932,24.5933,200041
2819,24.5933,24.866,23.6229,23.8811,515991
2820,23.8811,23.9382,23.5841,23.5978,129090
2821,23.5978,24.4981,21.7119,22.7069,163329
2822,22.7069,23.0435,22.4579,22.651,744378
2823,22.651,24.5023,22.2786,23.9058,121348
2824,23.9058,24.7046,22.8225,22.9193,363666
2825,22.9193,23.4732,21.3706,21.4265,744962
2826,21.4265,22.1487,20.4303,20.4828,485729
2827,20.4828,21.0798,20.4095,20.8824,778220
2828,20.8824,22.9766,20.6859,22.7444,471603
2829,22.7444,23.6779,21.4654,21.5623,187413
2830,21.5623,21.6854,20.7508,20.9035,909275
2831,20.9035,20.9233,20.129,20.1553,500204
2832,20.1553,21.1707,19.4012,20.9903,611408
2833,20.9903,21.4635,19.3403,19.5869,298919
2834,19.5869,20.575,19.2426,20.2482,362096
2835,20.2482,20.9001,19.8697,20.8003,495876
2836,20.8003,21.0299,19.1611,19.9536,725574
2837,19.9536,20.788,19.4221,20.457,125204
2838,20.457,21.5046,20.0445,21.4033,625811
2839,21.4033,22.201,21.2613,21.3088,465260
2840,21.3088,21.5336,17.771,17.9781,409792
2841,17.9781,19.8814,17.7878,19.0691,878867
2842,19.0691,20.2627,19.0409,19.9596,572713
2843,19.9596,21.8745,18.7527,20.9232,408130
2844,20.9232,21.2693,20.5913,21.1396,350483
2845,21.1396,22.3173,20.8636,21.4486,513389
2846,21.4486,22.377,20.1217,20.689,855979
2847,20.689,22.3992,20.3331,21.6785,282276
2848,21.6785,21.9372,21.1371,21.5698,188956
2849,21.5698,21.7335,20.8069,21.3911,767132
2850,21.3911,22.3152,20.0324,20.9846,150377
2851,20.9846,21.1382,20.2637,20.295,720729
2852,20.295,22.1527,19.9906,21.9339,720673
2853,21.9339,21.973,21.1678,21.6582,182223
2854,21.6582,22.005,19.9796,20.8558,157302
2855,20.8558,22.201,20.5224,21.8534,627109
2856,21.8534,22.609,21.5804,22.1216,583240
2857,22.1216,22.7231,21.9012,22.2934,204765
2858,22.2934,22.5805,21.6344,21.8003,588131
2859,21.8003,22.6165,21.2018,22.0525,875025
2860,22.0525,22.8498,20.8228,21.4954,799656
2861,21.4954,22.9621,21.08,22.1108,100445
2862,22.1108,22.1302,20.706,21.3838,543344
2863,21.3838,22.4463,20.1589,21.9137,369673
2864,21.9137,22.1679,21.4142,21.6945,347759
2865,21.6945,21.8559,19.6191,20.8979,951127
2866,20.8979,22.3468,20.8637,21.9097,976918
2867,21.9097,21.9647,20.8358,21.3231,374176
2868,21.3231,22.2315,21.0783,21.7489,674094
2869,21.7489,21.8251,20.9797,21.1323,291894
2870,21.1323,21.5714,19.4586,19.4635,577359
2871,19.4635,20.3922,18.961,20.1377,239137
2872,20.1377,20.6108,18.602,19.3114,807230
2873,19.3114,20.6837,18.6211,20.1345,983038
2874,20.1345,22.7283,19.41,22.2258,801779
2875,22.2258,23.3792,20.9739,21.9435,373256
2876,21.9435,22.5646,21.5875,22.2884,418540
2877,22.2884,22.8346,21.8095,22.2555,475411
2878,22.2555,22.7469,21.7483,22.7079,971811
2879,22.7079,23.4275,20.7685,21.6115,117531
2880,21.6115,21.7083,21.0163,21.3443,745005
2881,21.3443,21.8088,20.6898,21.0757,393116
2882,21.0757,22.9778,20.953,22.6677,293481
2883,22.6677,22.6859,20.4057,20.6979,392934
2884,20.6979,21.9549,20.5962,21.1622,522884
2885,21.1622,21.4918,20.7511,21.4641,917998
2886,21.4641,21.8682,20.1458,20.1788,646034
2887,20.1788,20.3423,19.5948,19.8517,432503
2888,19.8517,20.0669,19.1216,19.2336,220856
2889,19.2336,19.6765,19.151,19.2326,236595
2890,19.2326,19.4794,17.8706,18.2121,279994
2891,18.2121,19.0474,17.451,18.8504,334647
2892,18.8504,19.2576,18.0215,18.1019,119666
2893,18.1019,18.3396,17.9256,18.1538,382565
2894,18.1538,18.8104,15.7533,16.6172,501256
2895,16.6172,17.3063,16.0724,17.0947,399710
2896,17.0947,17.6569,16.3936,17.3144,329821
2897,17.3144,17.4226,16.9345,17.3112,456677
2898,17.3112,18.1678,17.2978,18.0115,575557
2899,18.0115,19.3466,17.4782,19.0351,128875
2900,19.0351,20.0385,19.0114,19.1441,811123
2901,19.1441,19.1769,17.2971,17.8379,608776
2902,17.8379,18.6974,16.4802,16.6206,578586
2903,16.6206,18.1252,15.6573,17.2023,649028
2904,17.2023,19.2208,17.1653,18.3868,790403
2905,18.3868,18.556,16.6734,17.6562,765042
2906,17.6562,18.3913,17.4984,18.2773,683055
2907,18.2773,18.7948,17.2953,17.6222,489157
2908,17.6222,18.2701,15.8009,15.8889,105718
2909,15.8889,16.067,15.8071,15.981,332967
2910,15.981,17.1508,15.2427,17.0238,393957
2911,17.0238,17.2179,15.5143,15.5959,419180
2912,15.5959,16.3297,13.6126,14.299,237344
2913,14.299,14.733,14.251,14.3968,641729
2914,14.3968,15.0937,13.6768,14.6064,586068
2915,14.6064,15.5864,14.4621,15.4612,287926
2916,15.4612,16.2958,14.9646,16.1243,343970
2917,16.1243,16.9052,15.9573,16.7689,908991
2918,16.7689,18.0781,16.418,17.1976,437602
2919,17.1976,17.4823,15.6172,15.6482,502131
2920,15.6482,15.9216,14.4709,14.6717,442454
2921,14.6717,15.0487,14.1703,14.8458,752066
2922,14.8458,17.4233,14.2639,16.8168,208322
2923,16.8168,16.8634,15.4564,15.4573,271883
2924,15.4573,16.3502,14.5008,14.5843,423872
2925,14.5843,14.8279,14.51,14.5681,823070
2926,14.5681,15.3999,13.9895,14.6003,419212
2927,14.6003,16.7122,13.712,16.394,370624
2928,16.394,17.3841,16.3936,17.1741,679223
2929,17.1741,17.5348,15.9234,16.3055,682623
2930,16.3055,16.4279,15.8174,16.0641,324098
2931,16.0641,16.1674,15.1532,15.5833,786059
2932,15.5833,17.6968,15.2456,16.8621,879710
2933,16.8621,17.2706,16.0986,16.3504,255177
2934,16.3504,17.8427,15.8452,16.6488,767770
2935,16.6488,17.1771,16.4743,16.883,246136
2936,16.883,17.3104,16.5449,16.5515,662781
2937,16.5515,17.424,16.1739,17.2116,398423
2938,17.2116,18.8899,17.1267,18.7889,884825
2939,18.7889,19.1328,18.3052,19.0531,572684
2940,19.0531,20.0434,18.9804,19.9961,907469
2941,19.9961,23.3053,19.5638,22.4903,985031
2942,22.4903,23.6115,22.0029,23.2278,220964
2943,23.2278,23.6579,21.8818,22.0937,912594
2944,22.0937,23.6431,21.5666,23.1368,429024
2945,23.1368,23.6565,21.1141,21.937,866771
2946,21.937,22.2847,21.605,22.1682,216826
2947,22.1682,22.9635,21.9742,22.8367,463454
2948,22.8367,23.2358,22.6829,23.0571,303601
2949,23.0571,24.3159,22.4167,23.6431,701520
2950,23.6431,26.6721,23.5612,26.0212,895224
2951,26.0212,26.3194,25.3721,26.0542,621431
2952,26.0542,26.8676,26.0015,26.7466,915413
2953,26.7466,26.8503,26.4092,26.5112,228659
2954,26.5112,27.9812,26.3219,27.1117,245696
2955,27.1117,27.6967,26.0815,26.5382,665841
2956,26.5382,26.8993,25.9394,26.6312,506893
2957,26.6312,27.6165,26.3912,26.9366,351374
2958,26.9366,27.0683,25.6671,26.7942,403529
2959,26.7942,27.6335,26.5916,27.3935,594010
2960,27.3935,27.7785,25.6759,26.3108,408137
2961,26.3108,26.3324,25.4767,25.9523,968278
2962,25.9523,27.2772,25.6966,27.0254,511690
2963,27.0254,28.4005,26.7375,27.994,376327
2964,27.994,31.2704,27.4313,29.9435,174670
2965,29.9435,31.1781,28.9912,30.7384,998690
2966,30.7384,32.4922,29.838,32.1673,299671
2967,32.1673,33.8697,31.7555,33.7844,236594
2968,33.7844,35.2496,33.3141,34.8609,820233
2969,34.8609,35.1358,33.8087,34.3903,437024
2970,34.3903,34.6336,33.8122,33.9893,670881
2971,33.9893,34.6402,32.569,32.571,947972
2972,32.571,33.3339,31.3682,31.9967,350579
2973,31.9967,34.6656,31.687,34.3553,974807
2974,34.3553,36.8557,34.0075,36.4146,222507
2975,36.4146,36.4442,36.4093,36.4392,380444
2976,36.4392,38.3231,36.1189,37.713,963348
2977,37.713,38.8574,37.1377,38.6705,788133
2978,38.6705,40.5611,37.5207,40.1309,318216
2979,40.1309,41.1589,39.877,40.4569,850896
2980,40.4569,42.0332,39.9056,40.8716,348596
2981,40.8716,41.4328,40.7935,41.2725,236661
2982,41.2725,41.9726,38.6139,38.874,784526
2983,38.874,39.3893,38.7868,39.3724,665691
2984,39.3724,40.5266,39.2397,39.8038,368939
2985,39.8038,41.5525,39.6205,40.9703,981093
2986,40.9703,41.465,40.7267,41.0784,344892
2987,41.0784,42.0929,40.8888,42.0559,519873
2988,42.0559,42.9357,41.2264,41.7466,722293
2989,41.7466,43.0215,41.7096,42.2113,997844
2990,42.2113,43.2103,41.8027,42.6718,426294
2991,42.6718,44.2207,42.0057,43.6797,479506
2992,43.6797,44.3271,40.718,41.4814,352183
2993,41.4814,41.8778,41.3447,41.351,477680
2994,41.351,43.2787,40.1276,42.5417,174784
2995,42.5417,44.5366,42.5151,43.9992,631975
2996,43.9992,45.2854,43.7971,45.1669,802829
2997,45.1669,45.7865,44.5831,44.8365,567070
2998,44.8365,45.2743,43.7861,44.0084,641496
2999,44.0084,44.486,41.8829,42.5105,205726
3000,42.5105,42.5521,41.6668,42.1379,705348
3001,42.1379,43.2967,41.4894,42.9992,412574
3002,42.9992,44.2538,42.0494,44.0217,616010
3003,44.0217,44.1909,41.4007,41.6725,799867
3004,41.6725,41.728,40.2758,40.3753,610236
3005,40.3753,42.9458,39.4597,42.7633,821705
3006,42.7633,44.2005,41.7987,44.0728,328162
3007,44.0728,44.8727,43.6999,44.4553,501406
3008,44.4553,44.9841,44.1665,44.3303,991878
3009,44.3303,45.2156,43.9667,44.1834,592549
3010,44.1834,46.0653,43.7277,45.8443,413685
3011,45.8443,47.5005,45.5644,46.616,654762
3012,46.616,46.6766,44.9604,45.9096,304813
3013,45.9096,46.3323,45.7843,46.1289,381631
3014,46.1289,46.4498,44.717,44.7227,444426
3015,44.7227,45.5032,44.0434,44.5783,906202
3016,44.5783,46.0771,43.3136,46.0392,390483
3017,46.0392,47.4744,45.387,47.0488,604436
3018,47.0488,47.0752,45.5865,46.2075,458174
3019,46.2075,46.521,45.4159,45.9846,889239
3020,45.9846,47.0346,45.7641,46.7118,744299
3021,46.7118,46.8148,45.5219,45.7277,960467
3022,45.7277,46.1402,44.5454,45.5056,364521
3023,45.5056,45.5939,44.5904,45.1309,136695
3024,45.1309,45.8394,44.9067,45.1271,346409
3025,45.1271,45.1598,42.8624,43.2355,303249
3026,43.2355,43.4442,42.8773,43.1567,111176
3027,43.1567,43.2672,42.4303,43.1648,473073
3028,43.1648,43.7794,41.7234,41.9284,471091
3029,41.9284,43.228,41.1982,42.6895,981217
3030,42.6895,42.7053,40.4042,41.1872,983724
3031,41.1872,41.8142,40.4515,41.4449,943229
3032,41.4449,43.2078,41.0199,43.0073,962281
3033,43.0073,45.0649,42.6322,44.3233,584447
3034,44.3233,45.295,43.2396,44.2583,805796
3035,44.2583,44.2849,42.7707,43.1231,643682
3036,43.1231,44.9437,42.342,44.7952,680469
3037,44.7952,45.2784,41.4231,42.061,147881
3038,42.061,42.7742,41.6629,42.3438,492565
3039,42.3438,43.0194,41.7489,42.9305,151791
3040,42.9305,43.5092,41.6376,42.4598,233092
3041,42.4598,42.6272,42.1812,42.3074,952616
3042,42.3074,42.4175,40.2504,41.0334,541728
3043,41.0334,42.1801,40.008,40.3548,506900
3044,40.3548,41.0824,40.1155,40.2945,397479
3045,40.2945,40.7286,38.1817,38.445,585651
3046,38.445,38.6267,37.8654,38.2601,106097
3047,38.2601,38.7615,36.8827,37.0416,979618
3048,37.0416,37.8977,36.6387,37.434,757342
3049,37.434,37.8099,36.6739,37.3513,261406
3050,37.3513,37.6544,35.6895,36.3469,545477
3051,36.3469,36.8102,35.7307,36.6628,954126
3052,36.6628,37.0517,35.8967,36.2291,726773
3053,36.2291,37.1709,35.8432,36.8203,736536
3054,36.8203,37.7776,36.415,37.351,266109
3055,37.351,37.5591,36.0621,36.7672,405748
3056,36.7672,36.7741,36.0305,36.6396,118360
3057,36.6396,37.5165,33.9621,34.4124,251661
3058,34.4124,35.3611,34.2733,34.7634,104194
3059,34.7634,34.8418,34.0533,34.586,873422
3060,34.586,34.8967,33.7746,33.8634,658785
3061,33.8634,34.4743,33.2921,34.1551,921353
3062,34.1551,36.3598,33.7721,35.8307,902293
3063,35.8307,36.8212,35.1487,35.2736,837095
3064,35.2736,35.9215,35.247,35.7834,583830
3065,35.7834,38.3881,35.6314,38.0783,362287
3066,38.0783,38.2622,37.013,37.2693,566639
3067,37.2693,38.5638,35.8988,38.2196,927999
3068,38.2196,39.2818,35.697,36.1345,593182
3069,36.1345,36.4849,34.8265,35.2997,404509
3070,35.2997,36.3948,35.0233,36.1489,835826
3071,36.1489,37.0046,35.4476,36.5334,929012
3072,36.5334,38.6752,35.5163,38.2658,736873
3073,38.2658,38.7012,37.5336,38.5079,388497
3074,38.5079,39.1524,38.2126,38.3244,578733
3075,38.3244,38.7123,37.2015,37.3348,503114
3076,37.3348,38.5574,36.1968,38.1721,483687
3077,38.1721,38.2543,37.5593,37.7914,605127
3078,37.7914,38.1912,37.5197,37.8614,993058
3079,37.8614,38.9355,37.6682,38.0845,137469
3080,38.0845,38.4891,36.7819,36.9225,628722
3081,36.9225,38.3027,36.4036,37.9359,580862
3082,37.9359,38.3421,36.5422,36.6664,269415
3083,36.6664,37.0229,36.2024,36.9863,764686
3084,36.9863,37.2961,35.129,35.176,433741
3085,35.176,36.2194,33.49,34.4861,903120
3086,34.4861,35.9533,34.2969,35.9078,283247
3087,35.9078,36.9807,34.7836,36.2918,285426
3088,36.2918,36.935,35.2372,36.5128,104264
3089,36.5128,37.5383,35.8076,36.6234,988376
3090,36.6234,36.8465,33.6796,34.107,854008
3091,34.107,34.7147,34.0891,34.638,893750
3092,34.638,36.6989,34.335,36.1237,877369
3093,36.1237,36.3649,35.0578,35.6485,345353
3094,35.6485,35.8385,34.038,34.5204,472275
3095,34.5204,35.5792,33.9072,34.1428,640116
3096,34.1428,34.4941,32.7275,33.0856,726401
3097,33.0856,33.3173,31.5651,31.6855,203750
3098,31.6855,33.5629,31.3517,33.0898,265022
3099,33.0898,34.1496,31.9387,31.9696,937557
3100,31.9696,33.9771,31.5996,33.4798,356234
3101,33.4798,33.582,32.3657,33.0463,895623
3102,33.0463,34.9201,32.8505,34.3149,548170
3103,34.3149,37.7903,34.0788,36.6112,305780
3104,36.6112,36.8637,36.3344,36.7045,786287
3105,36.7045,37.3116,36.3025,36.9627,228482
3106,36.9627,37.0814,36.1681,36.251,940254
3107,36.251,36.641,36.1434,36.3192,611921
3108,36.3192,37.6004,36.1742,37.1671,955372
3109,37.1671,38.2047,36.9478,37.9858,452180
3110,37.9858,39.5923,37.6451,39.3547,157284
3111,39.3547,39.9205,39.061,39.6197,884203
3112,39.6197,39.9601,38.5607,38.7193,575700
3113,38.7193,38.8166,38.0316,38.1981,716286
3114,38.1981,38.7198,37.7903,38.1218,656727
3115,38.1218,40.2603,37.9308,39.2424,193413
3116,39.2424,39.6974,38.7551,39.6472,606440
3117,39.6472,41.1019,39.3867,40.314,665457
3118,40.314,40.9815,40.2377,40.801,683976
3119,40.801,43.4193,40.5509,42.794,654444
3120,42.794,43.5831,41.8927,42.1509,714593
3121,42.1509,42.4499,40.9023,41.4516,927483
3122,41.4516,41.8061,40.8598,41.3685,424121
3123,41.3685,42.8062,40.7699,42.2453,999226
3124,42.2453,44.9248,41.9216,44.5716,118843
3125,44.5716,45.0241,43.8089,44.762,587348
3126,44.762,45.2274,44.2601,45.1543,856121
3127,45.1543,46.1061,43.2592,43.7167,760104
3128,43.7167,44.6766,43.5455,44.2112,427204
3129,44.2112,44.6592,43.6908,43.7475,295263
3130,43.7475,43.8667,42.7714,43.078,886245
3131,43.078,43.6628,41.8181,42.3288,787578
3132,42.3288,42.9312,41.1982,41.5901,292162
3133,41.5901,42.0787,41.3465,41.8927,849599
3134,41.8927,42.0002,40.5114,41.202,145797
3135,41.202,42.0813,40.9296,41.4614,565750
3136,41.4614,42.5112,40.9715,42.2819,724572
3137,42.2819,42.7689,41.0427,41.1636,607027
3138,41.1636,43.084,40.7428,42.8013,803673
3139,42.8013,43.6201,41.8146,43.1328,217499
3140,43.1328,43.9234,42.9503,43.5275,939718
3141,43.5275,44.0563,41.7525,42.2865,808266
3142,42.2865,42.3431,41.1968,41.2307,876024
3143,41.2307,43.3994,40.8135,43.081,282706
3144,43.081,45.2697,42.8002,45.0673,856610
3145,45.0673,45.8982,42.8274,43.6399,527578
3146,43.6399,43.7588,42.3041,42.7002,191349
3147,42.7002,43.1077,40.4118,40.7109,579074
3148,40.7109,41.7726,40.5123,41.5565,597089
3149,41.5565,41.8284,38.3493,38.7477,978512
3150,38.7477,38.8928,36.4953,36.7366,500413
3151,36.7366,37.0256,36.3786,36.7558,253412
3152,36.7558,38.1775,36.6604,37.4202,836156
3153,37.4202,38.9021,36.9802,38.6234,973267
3154,38.6234,41.1613,38.4105,40.5506,897043
3155,40.5506,42.7104,40.3062,42.6306,370094
3156,42.6306,43.0798,42.4543,42.8565,993607
3157,42.8565,43.9539,42.4295,43.235,740267
3158,43.235,43.4325,42.9588,43.0247,642531
3159,43.0247,43.1648,42.6218,43.0794,252154
3160,43.0794,43.2734,42.1591,42.4217,352221
3161,42.4217,42.5641,39.1302,40.2147,146809
3162,40.2147,40.3866,39.7879,40.3565,504037
3163,40.3565,40.4153,40.0942,40.0942,512278
3164,40.0942,40.6484,38.0995,38.4053,217584
3165,38.4053,39.8866,38.3958,39.7913,442604
3166,39.7913,40.1949,39.3192,39.5952,132384
3167,39.5952,40.2766,38.4051,38.8671,868263
3168,38.8671,40.5241,38.3675,40.4153,407915
3169,40.4153,42.1872,39.8671,41.9075,340005
3170,41.9075,42.8659,40.9529,41.5331,176315
3171,41.5331,41.9118,40.8479,41.093,829679
3172,41.093,41.1753,40.8427,41.0659,166973
3173,41.0659,41.2724,40.3851,40.6611,877321
3174,40.6611,40.7432,39.0089,39.0139,826287
3175,39.0139,40.4687,38.6242,39.9639,884214
3176,39.9639,42.116,39.7158,41.1302,807518
3177,41.1302,41.689,41.0354,41.5316,771457
3178,41.5316,41.723,40.7849,40.8919,956252
3179,40.8919,42.6838,40.8749,42.6624,171470
3180,42.6624,43.2437,42.1076,42.9809,528439
3181,42.9809,45.3526,42.728,43.9472,359257
3182,43.9472,44.395,42.6576,43.5525,155139
3183,43.5525,43.6488,43.4034,43.5972,229503
3184,43.5972,45.4857,43.2472,44.1902,729970
3185,44.1902,44.3801,43.9046,44.0743,992782
3186,44.0743,45.2583,43.469,44.8869,633077
3187,44.8869,45.2409,43.8158,43.9321,842021
3188,43.9321,45.0169,43.3198,44.9607,689357
3189,44.9607,45.7827,44.9558,45.707,156504
3190,45.707,46.1604,44.6673,45.3415,657860
3191,45.3415,45.6959,45.2696,45.51,110799
3192,45.51,45.5177,43.7148,43.9296,629324
3193,43.9296,44.9866,43.6137,44.7489,159290
3194,44.7489,44.8236,42.4281,43.382,505708
3195,43.382,43.9535,42.477,43.3259,382127
3196,43.3259,43.6541,43.3241,43.3292,628506
3197,43.3292,44.3525,42.7862,44.2288,931101
3198,44.2288,45.2348,43.1285,44.4719,517261
3199,44.4719,45.6808,43.9492,45.3558,477637
3200,45.3558,46.9244,45.3138,46.6536,385051
3201,46.6536,48.1105,46.586,48.065,812237
3202,48.065,48.3261,47.8032,48.164,633643
3203,48.164,48.5483,47.943,48.3441,403583
3204,48.3441,49.1982,48.2763,48.7038,373169
3205,48.7038,50.0921,48.6233,49.9167,751356
3206,49.9167,52.1668,49.4199,51.06,243838
3207,51.06,51.4384,50.8794,51.4045,390954
3208,51.4045,51.8133,51.2549,51.3152,311637
3209,51.3152,53.3207,51.2453,53.0063,377206
3210,53.0063,53.4706,52.414,53.0874,715651
3211,53.0874,53.1974,52.3479,52.6275,752281
3212,52.6275,53.5696,51.6922,53.2187,432610
3213,53.2187,53.607,52.7277,53.5736,288510
3214,53.5736,54.0807,53.25,53.9127,884686
3215,53.9127,54.9401,52.195,53.061,599496
3216,53.061,53.4576,52.5499,52.759,274939
3217,52.759,53.6895,51.8641,53.3738,306034
3218,53.3738,53.6808,51.1997,51.4023,837691
3219,51.4023,51.4426,49.6852,50.2788,186024
3220,50.2788,50.425,49.5798,50.4242,173176
3221,50.4242,50.4628,48.0923,49.0679,339406
3222,49.0679,49.8914,47.2019,47.4724,812153
3223,47.4724,47.7465,47.2808,47.3813,321927
3224,47.3813,47.6797,46.766,47.0963,842353
3225,47.0963,47.127,46.475,46.5376,986756
3226,46.5376,47.8973,46.1584,47.4069,841722
3227,47.4069,48.4047,45.6686,45.8757,760077
3228,45.8757,45.9057,45.2564,45.5843,818963
3229,45.5843,46.4503,44.4083,45.2261,109822
3230,45.2261,46.1048,44.9479,46.0856,122755
3231,46.0856,46.7765,44.6111,45.1033,918825
3232,45.1033,46.0547,44.5423,45.6341,599737
3233,45.6341,46.1028,43.9215,44.2331,348354
3234,44.2331,44.8829,43.7042,44.7339,246610
3235,44.7339,47.3656,44.0179,46.4622,597317
3236,46.4622,48.1703,46.1428,47.8748,748451
